ID,Category,years_experience,cert_count,quantified_achievements,structural_completeness_score,word_count,quality_cluster_kmeans,quality_cluster_dbscan
36904300,SALES,0,0,1,5,1349,2,0
10724818,SALES,0,0,1,4,680,0,1
26994282,SALES,0,0,0,5,674,0,0
20819838,SALES,0,3,0,4,1015,0,1
16511249,SALES,0,2,2,5,867,2,0
36074301,SALES,15,3,1,5,667,1,0
27624540,SALES,15,6,0,6,1096,1,-1
20423658,SALES,0,0,0,4,904,0,1
98509238,SALES,0,5,1,4,778,2,1
25810233,SALES,0,0,1,3,696,0,2
15273850,SALES,0,0,0,3,169,0,2
26932091,SALES,10,0,0,5,1099,1,0
13812481,SALES,0,0,0,4,704,0,1
55477468,SALES,0,0,0,4,632,0,1
15973307,SALES,0,1,0,5,359,0,0
22047665,SALES,0,0,0,4,289,0,1
69155584,SALES,0,0,1,4,368,0,1
30529547,SALES,0,0,0,4,370,0,1
23296286,SALES,0,0,0,3,373,0,2
10603337,SALES,0,0,0,3,300,0,2
22319662,SALES,5,0,0,4,284,0,1
15581242,SALES,3,0,0,4,311,0,1
90682785,SALES,0,0,0,3,222,0,2
98108571,SALES,0,0,0,3,169,0,2
12351749,SALES,0,0,4,4,454,0,1
39581020,SALES,0,0,0,3,319,0,2
14267489,SALES,0,0,0,3,852,0,2
25839123,SALES,0,0,0,4,247,0,1
31454430,SALES,0,0,0,3,448,0,2
18368613,SALES,0,0,1,4,322,0,1
51349448,SALES,0,0,1,5,331,0,0
17509935,SALES,15,0,1,4,387,1,1
21595057,SALES,1,2,0,4,680,0,1
12696104,SALES,0,0,0,4,122,0,1
34303500,SALES,0,3,0,5,801,2,0
10898339,SALES,0,0,0,4,273,0,1
25315791,SALES,0,0,0,4,457,0,1
36621169,SALES,0,0,0,4,378,0,1
17378327,SALES,0,0,0,3,427,0,2
33236701,SALES,0,2,0,3,628,0,2
29211919,SALES,0,0,0,4,458,0,1
16121015,SALES,0,0,0,3,899,0,2
19582792,SALES,0,4,0,7,875,2,4
13348915,SALES,0,0,0,4,675,0,1
59422148,SALES,0,1,4,4,696,0,1
10138632,SALES,0,0,0,4,750,0,1
29805310,SALES,0,0,0,4,725,0,1
26425074,SALES,0,1,2,5,759,2,0
10464113,SALES,0,1,0,4,937,0,1
54101961,SALES,0,0,0,4,302,0,1
92200491,SALES,0,0,0,5,813,0,0
26530696,SALES,0,0,0,3,665,0,2
29332616,SALES,0,0,0,4,716,0,1
42304307,SALES,0,1,0,4,833,0,1
12820557,SALES,0,0,0,4,933,0,1
13178604,SALES,0,0,7,6,1424,2,-1
23929500,SALES,0,0,0,3,670,0,2
37360517,SALES,0,1,0,5,637,0,0
28377361,SALES,0,0,0,4,740,0,1
18171955,SALES,0,0,1,3,684,0,2
12082377,SALES,0,0,3,5,621,0,0
28198029,SALES,0,0,0,5,208,0,0
28867567,SALES,10,0,0,4,730,1,1
19147494,SALES,21,0,1,4,796,1,1
14358578,SALES,0,0,0,4,804,0,1
37735467,SALES,0,0,0,6,717,2,3
65456466,SALES,0,0,0,4,1121,0,1
32140087,SALES,0,12,4,4,888,2,-1
17704246,SALES,0,3,3,6,2486,2,-1
58428843,SALES,0,0,0,4,630,0,1
70528646,SALES,0,4,1,5,1258,2,0
23032182,SALES,10,0,0,4,1227,1,1
36970996,SALES,0,7,1,5,1236,2,0
13637605,SALES,0,0,0,4,459,0,1
55097118,SALES,0,0,0,4,821,0,1
24610685,SALES,0,0,0,5,821,0,0
38087844,SALES,0,1,0,5,868,0,0
28139742,SALES,0,0,4,6,1027,2,3
17410700,SALES,4,0,0,4,510,0,1
20141807,SALES,0,2,0,4,786,0,1
16280971,SALES,0,0,0,4,806,0,1
34131484,SALES,0,0,0,4,421,0,1
18885231,SALES,0,0,0,3,241,0,2
15620421,SALES,0,1,0,4,1102,0,1
31199035,SALES,0,0,0,3,830,0,2
85918100,SALES,0,0,0,4,852,0,1
14381464,SALES,0,0,0,4,128,0,1
23782450,SALES,0,0,0,4,709,0,1
37792474,SALES,26,1,0,5,711,1,-1
29928796,SALES,0,0,0,4,485,0,1
55104715,SALES,4,0,4,5,458,0,-1
27233183,SALES,0,2,0,5,398,0,0
29815762,SALES,0,1,0,4,974,0,1
19156751,SALES,0,0,0,6,846,2,3
27096471,CONSULTANT,0,1,0,6,719,2,3
43311839,CONSULTANT,0,0,1,5,1667,2,0
15119529,CONSULTANT,0,0,2,3,1029,0,2
88907739,CONSULTANT,4,0,1,5,819,0,0
31395742,CONSULTANT,0,2,0,5,741,0,0
93349646,CONSULTANT,0,3,0,5,1114,2,0
25694422,CONSULTANT,0,7,3,4,690,2,-1
26291616,CONSULTANT,0,14,0,5,786,2,-1
11020140,CONSULTANT,0,0,0,4,709,0,1
93459677,CONSULTANT,5,4,0,4,1286,2,1
18079050,CONSULTANT,0,1,0,4,680,0,1
25213006,CONSULTANT,0,0,0,4,688,0,1
14517953,CONSULTANT,0,0,1,4,677,0,1
39308779,CONSULTANT,0,3,2,4,849,0,1
51724595,CONSULTANT,0,0,1,5,933,0,0
22259768,CONSULTANT,5,0,0,4,1322,0,1
10332998,CONSULTANT,0,0,0,3,721,0,2
24643412,CONSULTANT,0,0,0,4,1050,0,1
69181350,CONSULTANT,0,0,1,6,901,2,3
18856440,CONSULTANT,0,0,0,4,1087,0,1
15433732,CONSULTANT,0,2,1,5,695,2,0
15281412,CONSULTANT,0,1,0,4,881,0,1
15699744,CONSULTANT,0,0,5,5,790,2,0
28951817,CONSULTANT,3,0,0,4,799,0,1
38165833,CONSULTANT,0,0,0,4,218,0,1
13586069,CONSULTANT,0,0,0,3,811,0,2
30083884,CONSULTANT,0,1,0,5,573,0,0
51432451,CONSULTANT,0,0,0,4,839,0,1
31169070,CONSULTANT,0,0,2,3,1099,0,2
29723311,CONSULTANT,0,1,0,6,1342,2,3
22485475,CONSULTANT,15,1,0,5,670,1,0
22556198,CONSULTANT,0,1,1,5,1102,2,0
30863060,CONSULTANT,0,0,0,5,1125,0,0
78016758,CONSULTANT,0,4,1,4,717,0,1
12897903,CONSULTANT,0,1,1,4,757,0,1
34875813,CONSULTANT,0,3,0,8,974,2,-1
11333660,CONSULTANT,0,0,0,5,830,0,0
21366189,CONSULTANT,0,3,0,4,837,0,1
32637306,CONSULTANT,15,0,1,5,1000,1,0
71888547,CONSULTANT,0,0,0,5,810,0,0
29770086,CONSULTANT,0,1,2,5,921,2,0
99714410,CONSULTANT,0,0,8,4,1019,2,-1
39441617,CONSULTANT,0,8,0,4,1130,2,1
12374933,CONSULTANT,0,1,3,6,1542,2,-1
20176584,CONSULTANT,25,8,12,4,1413,1,-1
32433431,CONSULTANT,0,0,1,6,831,2,3
88691367,CONSULTANT,0,0,2,6,632,2,3
17025292,CONSULTANT,0,0,0,5,735,0,0
23302948,CONSULTANT,0,0,2,4,1110,0,1
24828381,CONSULTANT,0,6,1,5,845,2,0
38896303,CONSULTANT,0,6,1,3,797,0,2
31217840,CONSULTANT,0,5,1,6,1438,2,3
38399177,CONSULTANT,0,0,0,4,286,0,1
19161572,CONSULTANT,0,3,0,3,212,0,2
29647215,CONSULTANT,0,0,0,5,1068,0,0
73075521,CONSULTANT,0,1,1,5,1568,2,0
17983957,CONSULTANT,0,0,0,5,661,0,0
20314980,CONSULTANT,0,4,5,4,1812,2,-1
21512769,CONSULTANT,0,0,0,3,618,0,2
21568833,CONSULTANT,0,2,0,4,714,0,1
27726066,CONSULTANT,5,7,1,6,1191,2,-1
91189201,CONSULTANT,0,0,1,3,697,0,2
95429627,CONSULTANT,0,1,2,4,1051,0,1
12526702,CONSULTANT,15,0,2,4,838,1,1
92246939,CONSULTANT,0,1,0,4,1551,0,1
48533663,CONSULTANT,0,1,1,4,899,0,1
38457612,CONSULTANT,0,6,0,4,766,2,1
27788376,CONSULTANT,0,0,0,5,338,0,0
31016926,CONSULTANT,0,2,0,5,1156,2,0
43378989,CONSULTANT,0,0,0,4,308,0,1
13454871,CONSULTANT,6,0,0,4,771,0,1
19936735,CONSULTANT,0,0,1,3,278,0,2
33919379,CONSULTANT,0,3,0,4,328,0,1
95350373,CONSULTANT,0,2,0,4,641,0,1
15602094,CONSULTANT,0,2,0,5,842,0,0
95792386,CONSULTANT,0,1,0,5,1339,2,0
28243590,CONSULTANT,20,0,0,5,323,1,-1
14593060,CONSULTANT,15,8,0,4,1136,1,-1
13313917,CONSULTANT,15,2,5,5,705,1,-1
12251115,CONSULTANT,5,0,0,3,393,0,2
20574232,CONSULTANT,20,1,2,5,742,1,-1
12955994,CONSULTANT,0,6,0,6,1092,2,3
16964217,CONSULTANT,0,7,0,4,775,2,1
13215696,CONSULTANT,0,0,0,3,1219,0,2
29196643,CONSULTANT,0,0,0,4,1009,0,1
22351830,CONSULTANT,0,1,2,4,929,0,1
11415967,CONSULTANT,0,1,0,6,707,2,3
29297393,CONSULTANT,0,4,4,6,1748,2,-1
18227306,CONSULTANT,0,0,2,4,738,0,1
31201660,CONSULTANT,0,4,4,6,675,2,-1
25258040,CONSULTANT,0,0,0,4,826,0,1
56792999,CONSULTANT,0,5,0,6,669,2,3
22571461,CONSULTANT,0,0,0,5,608,0,0
80527194,CONSULTANT,0,0,0,5,967,0,0
37818861,CONSULTANT,0,0,0,5,408,0,0
91116867,CONSULTANT,5,0,0,4,309,0,1
14346702,CONSULTANT,0,1,0,4,668,0,1
15083600,CONSULTANT,0,0,0,5,756,0,0
63670997,CONSULTANT,0,1,0,6,649,2,3
17307206,CONSULTANT,0,1,0,4,829,0,1
67406885,CONSULTANT,0,0,2,4,1112,0,1
57364820,CONSULTANT,0,1,0,7,904,2,4
79570655,CONSULTANT,0,4,0,3,194,0,2
13569152,CONSULTANT,0,1,1,3,696,0,2
65062795,CONSULTANT,0,2,0,6,655,2,3
10984392,CONSULTANT,0,0,1,5,856,0,0
49777184,CONSULTANT,0,0,0,6,964,2,3
11835339,CONSULTANT,0,4,0,4,1223,2,1
21156767,CONSULTANT,6,0,2,5,749,0,0
26234972,CONSULTANT,0,2,0,5,915,2,0
15535920,CONSULTANT,0,5,2,6,1656,2,-1
26919036,CONSULTANT,0,0,0,6,735,2,3
57601040,CONSULTANT,0,0,0,6,997,2,3
29076405,CONSULTANT,0,0,0,4,929,0,1
26167298,CONSULTANT,0,2,6,6,2018,2,-1
13837784,DIGITAL-MEDIA,0,0,2,4,346,0,1
16509761,DIGITAL-MEDIA,0,0,0,4,254,0,1
29915354,DIGITAL-MEDIA,0,0,0,6,647,0,3
82929064,DIGITAL-MEDIA,0,0,1,3,303,0,2
10515955,DIGITAL-MEDIA,0,0,0,4,772,0,1
14945250,DIGITAL-MEDIA,0,0,4,5,1085,2,0
28609364,DIGITAL-MEDIA,0,2,0,5,702,0,0
19861776,DIGITAL-MEDIA,0,0,4,4,1333,2,1
14036515,DIGITAL-MEDIA,0,0,0,4,655,0,1
11005406,DIGITAL-MEDIA,0,1,1,4,811,0,1
17132168,DIGITAL-MEDIA,0,1,0,5,867,0,0
15353911,DIGITAL-MEDIA,0,0,0,4,237,0,1
18501746,DIGITAL-MEDIA,0,0,0,3,412,0,2
26341987,DIGITAL-MEDIA,20,2,1,4,2050,1,-1
27419236,DIGITAL-MEDIA,0,15,0,7,1222,2,-1
13328680,DIGITAL-MEDIA,0,6,7,6,815,2,-1
17584743,DIGITAL-MEDIA,0,1,1,4,722,0,1
14761906,DIGITAL-MEDIA,0,0,0,5,728,0,0
31162167,DIGITAL-MEDIA,5,0,0,4,718,0,1
15226699,DIGITAL-MEDIA,0,2,0,6,701,2,3
25525152,DIGITAL-MEDIA,0,0,0,4,329,0,1
13343786,DIGITAL-MEDIA,0,4,0,5,845,2,0
15484097,DIGITAL-MEDIA,0,3,0,7,945,2,4
25723793,DIGITAL-MEDIA,0,1,0,3,674,0,2
19444529,DIGITAL-MEDIA,0,0,0,4,791,0,1
33893326,DIGITAL-MEDIA,0,4,0,6,887,2,3
18442517,DIGITAL-MEDIA,0,1,0,7,1079,2,4
40883703,DIGITAL-MEDIA,12,0,12,4,511,1,-1
27981289,DIGITAL-MEDIA,0,5,0,4,514,0,1
18900722,DIGITAL-MEDIA,0,0,1,4,756,0,1
28109594,DIGITAL-MEDIA,0,0,0,5,843,0,0
31929166,DIGITAL-MEDIA,0,0,2,5,450,0,0
24574164,DIGITAL-MEDIA,0,0,2,3,1498,0,-1
23085604,DIGITAL-MEDIA,20,0,1,4,3301,1,-1
27080812,DIGITAL-MEDIA,0,0,7,5,854,2,-1
14209965,DIGITAL-MEDIA,0,2,0,6,1013,2,3
20330739,DIGITAL-MEDIA,0,0,1,3,844,0,2
37739183,DIGITAL-MEDIA,0,0,20,5,1769,2,-1
14771530,DIGITAL-MEDIA,0,0,1,6,334,0,3
62700506,DIGITAL-MEDIA,0,1,0,4,1113,0,1
34319869,DIGITAL-MEDIA,0,0,0,4,634,0,1
30999638,DIGITAL-MEDIA,0,0,0,5,543,0,0
11677012,DIGITAL-MEDIA,0,0,0,5,330,0,0
18525641,DIGITAL-MEDIA,9,0,1,4,816,0,1
91539554,DIGITAL-MEDIA,0,0,0,4,643,0,1
13503650,DIGITAL-MEDIA,0,2,0,5,663,0,0
23864858,DIGITAL-MEDIA,0,0,1,3,691,0,2
24658786,DIGITAL-MEDIA,17,0,1,5,985,1,0
39166680,DIGITAL-MEDIA,0,0,0,5,910,0,0
25038571,DIGITAL-MEDIA,0,0,2,5,739,0,0
33542483,DIGITAL-MEDIA,0,0,1,5,695,0,0
58915642,DIGITAL-MEDIA,0,0,1,3,845,0,2
18927233,DIGITAL-MEDIA,0,1,1,5,343,0,0
16893572,DIGITAL-MEDIA,0,0,4,5,853,2,0
18488289,DIGITAL-MEDIA,0,2,0,6,705,2,3
31909493,DIGITAL-MEDIA,0,0,0,4,1058,0,1
29002596,DIGITAL-MEDIA,0,2,1,5,1081,2,0
73282756,DIGITAL-MEDIA,0,0,1,5,1217,2,0
94492380,DIGITAL-MEDIA,0,0,1,3,783,0,2
18905648,DIGITAL-MEDIA,0,1,0,2,257,0,-1
70196518,DIGITAL-MEDIA,0,0,1,4,368,0,1
56952849,DIGITAL-MEDIA,15,2,0,5,1138,1,-1
40311088,DIGITAL-MEDIA,0,0,0,6,683,2,3
19053815,DIGITAL-MEDIA,0,0,0,4,943,0,1
10005171,DIGITAL-MEDIA,0,0,0,4,772,0,1
26160200,DIGITAL-MEDIA,0,0,0,5,826,0,0
59011090,DIGITAL-MEDIA,0,0,0,4,391,0,1
34583750,DIGITAL-MEDIA,0,0,1,4,422,0,1
22380187,DIGITAL-MEDIA,0,0,0,3,298,0,2
24953921,DIGITAL-MEDIA,0,0,0,5,856,0,0
20490741,DIGITAL-MEDIA,0,0,0,5,1869,2,0
21125113,DIGITAL-MEDIA,0,0,0,5,845,0,0
11270462,DIGITAL-MEDIA,0,0,0,5,861,0,0
90685127,DIGITAL-MEDIA,0,0,3,5,424,0,0
20628003,DIGITAL-MEDIA,0,1,0,4,272,0,1
30504149,DIGITAL-MEDIA,0,0,1,4,580,0,1
25706337,DIGITAL-MEDIA,0,0,0,4,331,0,1
91318828,DIGITAL-MEDIA,0,0,0,3,631,0,2
42156237,DIGITAL-MEDIA,0,0,0,4,379,0,1
80679862,DIGITAL-MEDIA,0,1,2,5,1285,2,0
16276121,DIGITAL-MEDIA,0,0,0,5,484,0,0
27921561,DIGITAL-MEDIA,0,1,0,5,1000,0,0
50219114,DIGITAL-MEDIA,0,0,2,4,806,0,1
30864828,DIGITAL-MEDIA,0,0,0,5,636,0,0
17562754,DIGITAL-MEDIA,30,0,0,4,850,1,-1
24679149,DIGITAL-MEDIA,0,2,2,4,703,0,1
81508860,DIGITAL-MEDIA,0,0,0,5,972,0,0
28679359,DIGITAL-MEDIA,10,4,0,7,1146,2,-1
14556869,DIGITAL-MEDIA,0,1,0,5,596,0,0
23810469,DIGITAL-MEDIA,13,0,0,5,869,1,0
16536141,DIGITAL-MEDIA,0,0,1,6,987,2,3
12085736,DIGITAL-MEDIA,7,1,0,5,766,0,0
20210676,DIGITAL-MEDIA,10,0,0,5,470,1,0
22706174,DIGITAL-MEDIA,0,0,0,5,695,0,0
18354623,DIGITAL-MEDIA,0,0,1,6,845,2,3
17432318,DIGITAL-MEDIA,0,0,0,5,535,0,0
11797122,AUTOMOBILE,20,4,0,3,1001,1,-1
16332293,AUTOMOBILE,0,0,0,4,213,0,1
28790806,AUTOMOBILE,0,3,0,6,920,2,3
91515108,AUTOMOBILE,0,3,0,6,632,2,3
32109048,AUTOMOBILE,0,3,0,4,693,0,1
11152490,AUTOMOBILE,0,6,0,5,1763,2,0
99680385,AUTOMOBILE,0,2,0,7,1286,2,4
15790602,AUTOMOBILE,0,0,1,3,899,0,2
17510973,AUTOMOBILE,0,1,0,5,561,0,0
23522150,AUTOMOBILE,8,0,0,3,651,0,2
11257723,AUTOMOBILE,0,0,0,5,439,0,0
14455622,AUTOMOBILE,0,1,3,3,863,0,2
84295343,AUTOMOBILE,0,0,0,4,278,0,1
78357954,AUTOMOBILE,0,0,0,5,794,0,0
24703983,AUTOMOBILE,0,0,0,4,283,0,1
47487091,AUTOMOBILE,10,0,0,4,840,1,1
23009962,AUTOMOBILE,15,2,4,5,683,1,-1
22732234,AUTOMOBILE,0,0,0,4,799,0,1
18448085,AUTOMOBILE,0,1,1,5,462,0,0
11887930,AUTOMOBILE,0,5,0,6,852,2,3
14508237,AUTOMOBILE,0,4,0,5,822,2,0
15100547,AUTOMOBILE,13,1,0,5,661,1,0
97449528,AUTOMOBILE,12,1,0,5,885,1,0
26341645,AUTOMOBILE,0,0,0,4,974,0,1
82140102,AUTOMOBILE,0,4,0,4,929,0,1
17571262,AUTOMOBILE,0,0,0,4,659,0,1
32069695,AUTOMOBILE,0,2,0,3,994,0,2
22946204,AUTOMOBILE,0,0,0,4,738,0,1
63989974,AUTOMOBILE,0,1,1,5,692,0,0
15484011,AUTOMOBILE,0,14,0,5,636,2,-1
18932512,AUTOMOBILE,0,0,0,5,767,0,0
15210069,AUTOMOBILE,0,0,0,4,609,0,1
25047127,AUTOMOBILE,0,0,0,4,440,0,1
22452756,AUTOMOBILE,0,2,0,4,804,0,1
24592627,AUTOMOBILE,0,2,0,4,684,0,1
51508889,AUTOMOBILE,10,0,1,4,2889,1,-1
15180322,CHEF,0,2,0,4,1046,0,1
24221960,CHEF,0,1,0,4,506,0,1
24673903,CHEF,0,0,0,3,240,0,2
19007667,CHEF,0,0,0,3,189,0,2
30311202,CHEF,0,0,1,5,827,0,0
11121498,CHEF,0,0,0,3,854,0,2
32518109,CHEF,0,0,0,5,286,0,0
26718039,CHEF,0,0,0,3,193,0,2
23568731,CHEF,2,1,1,4,1171,0,1
14663897,CHEF,0,2,2,4,5080,2,-1
21904897,CHEF,0,0,0,4,442,0,1
23591247,CHEF,0,0,0,4,286,0,1
16594812,CHEF,0,1,0,4,273,0,1
19831366,CHEF,0,1,0,4,251,0,1
16804396,CHEF,0,1,0,4,627,0,1
92122785,CHEF,0,4,0,4,873,0,1
27831220,CHEF,0,2,0,4,668,0,1
13411858,CHEF,0,0,0,5,1099,0,0
25924968,CHEF,0,1,0,3,849,0,2
34252537,CHEF,12,2,0,4,1257,1,1
81373857,CHEF,0,0,0,4,408,0,1
92985983,CHEF,0,2,0,4,650,0,1
34452806,CHEF,0,2,0,3,784,0,2
21611637,CHEF,0,3,1,4,1016,0,1
13095891,CHEF,0,0,0,3,918,0,2
12717345,CHEF,0,1,1,4,691,0,1
23841877,CHEF,28,1,0,3,716,1,-1
23032276,CHEF,0,7,1,3,1650,2,-1
32605413,CHEF,0,0,2,4,803,0,1
65373280,CHEF,0,0,4,4,1979,2,-1
27909372,CHEF,0,3,0,4,684,0,1
47603843,CHEF,0,0,0,4,321,0,1
11444536,CHEF,0,0,1,6,646,2,3
25953797,CHEF,0,1,0,4,176,0,1
23185829,CHEF,4,1,1,4,771,0,1
21869994,CHEF,0,0,1,4,782,0,1
28424982,CHEF,0,0,0,3,700,0,2
47317494,CHEF,0,0,0,4,164,0,1
29784524,CHEF,30,0,0,5,730,1,-1
10001727,CHEF,0,6,0,4,677,2,1
74522938,CHEF,20,3,3,5,1033,1,-1
91591026,CHEF,0,4,0,4,780,0,1
21511817,CHEF,0,1,1,4,839,0,1
35468363,CHEF,14,0,0,2,149,1,-1
37231163,CHEF,0,2,0,5,487,0,0
16924102,CHEF,29,3,0,5,453,1,-1
28092317,CHEF,0,0,0,4,293,0,1
16855929,CHEF,0,0,0,4,912,0,1
29211359,CHEF,0,1,0,5,798,0,0
27820360,CHEF,0,0,0,4,903,0,1
48580330,CHEF,0,8,0,4,891,2,1
29072179,CHEF,0,1,1,4,864,0,1
94047639,CHEF,16,0,0,4,1429,1,-1
21622444,CHEF,0,1,0,3,906,0,2
33964275,CHEF,0,0,0,4,1449,0,1
21101152,CHEF,0,2,1,3,1223,0,2
25128608,CHEF,0,2,0,3,716,0,2
18825446,CHEF,0,1,1,4,1030,0,1
61322296,CHEF,0,0,1,3,911,0,2
20817322,CHEF,22,1,4,4,713,1,-1
29449419,CHEF,0,2,2,6,716,2,3
20321582,CHEF,0,3,0,5,844,2,0
19285236,CHEF,0,3,1,4,804,0,1
13264154,CHEF,0,0,0,4,877,0,1
47729453,CHEF,0,0,0,4,701,0,1
51554903,CHEF,0,0,2,3,868,0,2
14569498,CHEF,0,1,2,3,461,0,2
22561438,CHEF,0,1,0,2,271,0,-1
12420359,CHEF,0,0,0,5,781,0,0
16248476,CHEF,4,1,0,4,257,0,1
10653119,CHEF,0,4,6,6,1120,2,-1
11209758,CHEF,15,1,3,5,833,1,0
86551046,CHEF,0,0,4,4,399,0,1
23807940,CHEF,0,3,4,5,1038,2,0
29775391,CHEF,14,8,3,4,1222,1,-1
53265899,CHEF,0,0,0,4,869,0,1
38309905,CHEF,0,1,2,4,742,0,1
29772450,CHEF,0,0,1,4,512,0,1
21334981,CHEF,0,3,0,5,779,2,0
10276858,CHEF,0,0,0,4,757,0,1
10588874,CHEF,0,2,1,3,911,0,2
35157762,CHEF,0,3,0,4,731,0,1
91072502,CHEF,0,0,0,3,732,0,2
13212436,CHEF,0,0,0,5,950,0,0
15261348,CHEF,0,1,2,4,627,0,1
27662298,CHEF,0,1,4,4,793,0,1
16066857,CHEF,0,0,5,3,867,0,-1
30337969,CHEF,0,1,0,3,743,0,2
10333299,CHEF,0,2,0,4,711,0,1
28396528,CHEF,4,2,0,4,1125,0,1
19268120,CHEF,5,6,1,5,1018,2,-1
20691949,CHEF,0,0,0,4,433,0,1
26189601,CHEF,0,2,1,6,739,2,3
30826569,CHEF,15,2,1,3,731,1,-1
91268638,CHEF,0,0,0,4,903,0,1
18036030,CHEF,0,0,0,6,714,2,3
36366044,CHEF,0,0,1,5,1242,2,0
23398733,CHEF,0,1,0,4,192,0,1
29990140,CHEF,15,0,1,6,862,1,-1
30128072,CHEF,0,0,0,3,274,0,2
28176889,CHEF,0,2,0,5,405,0,0
10889157,CHEF,0,1,0,4,1158,0,1
19951766,CHEF,0,2,0,4,764,0,1
57262959,CHEF,0,0,1,4,661,0,1
20033302,CHEF,15,0,5,5,736,1,-1
24709432,CHEF,0,2,0,3,650,0,2
62555739,CHEF,8,0,0,4,967,0,1
31547476,CHEF,0,3,0,4,688,0,1
18480859,CHEF,0,7,1,4,793,2,1
12254068,CHEF,0,2,0,3,896,0,2
11432686,CHEF,0,0,6,5,1417,2,-1
25452321,CHEF,0,0,0,4,1113,0,1
28230807,CHEF,0,4,0,5,931,2,0
15354126,CHEF,15,2,0,4,696,1,1
12155206,CHEF,0,1,0,4,648,0,1
27298953,CHEF,0,2,0,5,869,2,0
68338341,CHEF,0,4,2,4,769,2,1
22349169,CHEF,12,1,2,4,675,1,1
11877150,FINANCE,0,1,0,6,464,0,3
86549455,FINANCE,0,0,0,4,373,0,1
26530575,FINANCE,0,6,1,4,1203,2,1
23955183,FINANCE,0,0,0,4,744,0,1
24854026,FINANCE,0,0,0,5,432,0,0
48285304,FINANCE,0,0,5,4,531,0,1
14722634,FINANCE,0,0,0,5,968,0,0
27789372,FINANCE,3,0,0,4,256,0,1
26767199,FINANCE,0,0,1,5,741,0,0
15891494,FINANCE,0,0,1,5,869,0,0
78229715,FINANCE,0,0,0,5,805,0,0
22720697,FINANCE,20,1,0,4,718,1,1
70541112,FINANCE,12,0,1,4,1083,1,1
20705888,FINANCE,0,0,0,3,720,0,2
28522529,FINANCE,0,3,1,6,758,2,3
19147603,FINANCE,0,2,0,4,650,0,1
11490673,FINANCE,0,1,0,3,627,0,2
84356308,FINANCE,16,9,2,5,1281,1,-1
91564103,FINANCE,0,0,0,4,750,0,1
22622351,FINANCE,0,0,3,4,723,0,1
61634281,FINANCE,0,0,1,5,550,0,0
24530382,FINANCE,0,1,4,5,957,2,0
27018361,FINANCE,0,1,0,6,829,2,3
92524964,FINANCE,0,0,0,3,772,0,2
19405513,FINANCE,0,0,1,5,661,0,0
17775916,FINANCE,9,0,0,4,903,0,1
18975686,FINANCE,0,3,4,5,771,2,0
28758002,FINANCE,0,0,1,6,717,2,3
59938965,FINANCE,0,0,0,5,334,0,0
28396458,FINANCE,0,0,1,5,1110,2,0
27914096,FINANCE,0,0,0,4,751,0,1
57088974,FINANCE,0,0,1,5,689,0,0
26231609,FINANCE,0,0,0,5,714,0,0
20836112,FINANCE,0,0,0,4,477,0,1
28398216,FINANCE,0,2,0,4,650,0,1
26961846,FINANCE,0,1,1,4,1009,0,1
37931076,FINANCE,6,0,0,4,400,0,1
16426777,FINANCE,0,0,3,3,1093,0,2
26750846,FINANCE,0,2,0,6,672,2,3
28623782,FINANCE,0,0,3,5,1026,2,0
81677620,FINANCE,0,3,0,6,1255,2,3
14413148,FINANCE,0,0,1,5,798,0,0
76454959,FINANCE,0,0,0,5,764,0,0
11441764,FINANCE,0,0,0,5,795,0,0
24411323,FINANCE,0,1,2,4,407,0,1
33685988,FINANCE,0,2,0,5,684,0,0
62850928,FINANCE,0,1,1,5,717,0,0
34250007,FINANCE,0,0,0,5,755,0,0
74849878,FINANCE,0,1,1,4,280,0,1
25497147,FINANCE,0,0,1,5,637,0,0
31948488,FINANCE,0,1,0,5,622,0,0
18640927,FINANCE,0,3,0,5,1015,2,0
77638654,FINANCE,0,4,2,3,691,0,2
38441665,FINANCE,0,2,0,6,648,2,3
18072085,FINANCE,0,0,0,4,902,0,1
14408510,FINANCE,0,0,0,4,625,0,1
12858898,FINANCE,0,2,1,6,702,2,3
24670867,FINANCE,0,0,0,6,1211,2,3
29648950,FINANCE,0,0,1,4,764,0,1
27330027,FINANCE,0,0,0,5,636,0,0
17880988,FINANCE,0,1,2,6,993,2,3
15011085,FINANCE,0,1,0,5,2667,2,-1
20977412,FINANCE,0,1,1,4,951,0,1
26013403,FINANCE,0,5,1,5,742,2,0
84373843,FINANCE,4,0,0,4,867,0,1
21912637,FINANCE,0,1,1,4,723,0,1
14181049,FINANCE,0,0,0,4,1274,0,1
29998869,FINANCE,0,2,1,5,974,2,0
18024825,FINANCE,0,0,0,5,734,0,0
28973180,FINANCE,3,0,0,7,1246,2,4
23573064,FINANCE,0,1,0,5,758,0,0
10549585,FINANCE,0,0,2,3,737,0,2
23354541,FINANCE,0,0,0,4,287,0,1
29494962,FINANCE,0,1,0,5,698,0,0
81217013,FINANCE,0,0,2,4,1210,0,1
39675895,FINANCE,0,0,0,5,724,0,0
12071138,FINANCE,0,0,2,6,1382,2,3
25330083,FINANCE,0,0,0,5,694,0,0
69487178,FINANCE,0,2,0,4,620,0,1
86595128,FINANCE,0,0,2,3,681,0,2
74512244,FINANCE,0,3,3,5,693,2,0
25678238,FINANCE,0,0,0,3,916,0,2
38907798,FINANCE,0,0,0,4,689,0,1
58165257,FINANCE,0,0,0,4,751,0,1
